0	HOWT_1	HOWT_2	HOWT_3	HOET_1	HOET_2	HOET_3
DES	306	496	512	1817	2575	2630
DESI1	664	862	972	958	1234	1144
DESI2	842	1085	1123	1228	1481	1280
DET1	117	147	160	73	88	102
DEXI	320	371	430	360	456	461
DFFA	367	491	557	738	857	897
DFFB	76	100	98	68	79	79
DFNA5	105	119	163	82	120	80
DFNB31	177	244	246	199	278	350
DFNB59	82	98	113	53	85	74
DGAT1	311	483	501	439	549	536
DGAT2	524	706	741	188	285	229
DGAT2L6	0	0	0	0	0	0
DGCR10	0	0	0	1	0	1
DGCR11	25	18	23	13	21	19
DGCR14	251	422	343	214	288	306
DGCR2	1349	1913	2092	1006	1295	1268
DGCR5	20	24	27	5	5	12
DGCR6	695	1288	1247	268	319	362
DGCR6L	382	522	561	242	319	364
DGCR8	894	1161	1315	649	846	886
DGCR9	1	3	0	0	0	0
DGKA	109	171	214	170	237	222
DGKB	5	9	10	15	19	7
DGKD	1141	1599	1566	1555	1861	1913
DGKE	205	211	216	380	311	306
DGKG	12	5	13	2	8	1
DGKH	918	738	1051	2877	2015	1999
DGKI	277	266	438	1626	1312	1292
DGKK	106	125	147	18	27	29
DGKQ	135	236	288	196	286	345
DGKZ	514	720	805	612	724	771
DGUOK	366	401	489	396	530	545
DGUOK-AS1	2	0	0	0	0	0
DHCR24	1984	2902	2799	3863	4586	4580
DHCR7	950	1477	1389	2771	3495	3475
DHDDS	422	649	716	762	941	898
DHDH	29	41	40	24	34	32
DHFR	1131	1484	1649	133	231	183
DHFRL1	83	86	80	31	43	45
DHH	4	0	1	0	0	2
DHODH	115	140	172	74	137	114
DHPS	310	469	582	514	690	706
DHRS1	287	401	462	236	372	330
DHRS11	99	175	179	85	92	99
DHRS12	73	58	81	26	39	43
DHRS13	207	283	328	695	870	849
DHRS2	2	2	1	0	4	0
DHRS3	64	87	77	123	211	192
DHRS4	87	155	199	75	71	92
DHRS4-AS1	207	248	297	85	89	86
DHRS4L1	8	10	10	3	3	2
DHRS4L2	84	142	120	51	67	52
DHRS7	205	290	351	154	241	241
DHRS7B	159	219	246	77	89	106
DHRS7C	7	14	7	6	2	1
DHRS9	1	4	5	0	1	3
DHRSX	181	258	257	237	291	273
DHTKD1	486	642	818	516	545	576
DHX15	1745	2181	2424	2555	2727	2760
DHX16	499	715	757	623	777	795
DHX29	720	929	1041	591	573	573
DHX30	1295	1955	2087	1227	1624	1625
DHX32	636	883	959	812	1089	922
DHX33	368	468	501	291	318	290
DHX34	425	562	598	472	671	720
DHX35	214	314	314	258	332	314
DHX36	801	961	1125	802	847	857
DHX37	202	311	336	173	214	211
DHX38	648	1094	1132	905	1172	1173
DHX40	980	1051	1327	743	766	798
DHX57	560	739	849	321	375	315
DHX58	2	0	0	0	0	0
DHX8	569	728	889	540	590	570
DHX9	3546	4414	5151	2095	2334	2300
DIABLO	562	788	908	1029	1333	1304
DIAPH1	1155	1567	1685	1968	2339	2604
DIAPH2	102	139	128	315	198	182
DIAPH2-AS1	0	0	0	0	0	0
DIAPH3	75	110	119	57	56	58
DIAPH3-AS1	0	0	0	0	0	0
DIAPH3-AS2	0	0	0	0	0	0
DICER1	2461	1849	2971	1407	806	744
DICER1-AS1	62	65	90	32	41	41
DIDO1	1716	2117	2551	1678	1963	1866
DIEXF	158	207	239	283	283	302
DIMT1	168	193	200	199	191	216
DIO1	7	7	6	1	0	0
DIO2	10	19	21	5	0	3
DIO2-AS1	0	0	0	1	0	0
DIO3	0	0	3	0	0	0
DIO3OS	0	0	0	0	2	0
DIP2A	996	1268	1439	1262	1276	1252
DIP2A-IT1	1	2	0	1	0	0
DIP2B	1264	1346	1647	1736	1269	1239
DIP2C	602	697	847	667	652	691
DIRAS1	39	72	74	183	309	261
DIRAS2	43	51	63	10	15	11
DIRAS3	186	210	252	50	70	74
DIRC1	0	0	0	0	0	0
DIRC2	152	235	235	101	131	110
DIRC3	10	16	19	6	9	15
DIS3	543	689	791	1023	987	1028
DIS3L	674	895	1023	629	681	705
DIS3L2	507	576	801	369	456	424
DISC1	3	1	5	2	4	3
DISC1-IT1	1	0	1	0	0	0
DISC1FP1	2	2	0	0	0	2
DISC2	720	621	1056	158	66	86
DISP1	233	317	325	116	120	128
DISP2	2	7	4	0	0	0
DIXDC1	687	783	979	657	644	630
DKC1	491	683	741	672	775	787
DKFZP434A062	13	16	23	2	4	7
DKFZP434H168	0	0	0	0	0	1
DKFZP434I0714	111	87	81	36	51	49
DKFZP434K028	0	0	0	2	0	0
DKFZP434L187	5	4	6	1	0	1
DKFZP586I1420	60	65	80	94	98	121
DKFZp434J0226	0	0	0	0	0	0
DKFZp434L192	0	0	0	0	0	0
DKFZp451B082	1	4	7	0	5	3
DKFZp686K1684	0	0	0	0	0	0
DKFZp779M0652	2	4	2	4	3	1
DKK1	145	170	180	18	14	9
DKK2	2	0	0	0	0	0
DKK3	2947	4433	4668	5207	7105	6602
DKK4	0	0	0	0	0	0
DKKL1	14	22	13	13	15	18
DLAT	1289	1625	1760	2424	2967	2756
DLC1	1179	1377	1505	1798	1909	1657
DLD	1581	2028	2181	2105	2524	2522
DLEC1	3	5	7	4	10	6
DLEU1	97	139	137	82	117	84
DLEU1-AS1	0	0	0	0	0	0
DLEU2	18	54	23	13	17	17
DLEU2L	9	9	6	2	0	3
DLEU7	0	0	0	0	0	0
DLEU7-AS1	0	0	0	0	0	0
DLG1	971	1184	1369	786	762	813
DLG1-AS1	0	0	1	1	0	0
DLG2	259	247	263	47	70	44
DLG3	642	807	943	1294	1484	1756
DLG3-AS1	0	0	0	10	8	15
DLG4	847	1232	1274	1004	1358	1292
DLG5	1878	2472	2713	1385	1686	1820
DLG5-AS1	10	19	25	7	6	7
DLGAP1	14	29	29	1	6	14
DLGAP1-AS1	69	63	71	33	31	35
DLGAP1-AS2	12	23	12	14	22	13
DLGAP1-AS3	0	0	0	0	0	0
DLGAP1-AS4	0	0	0	0	0	0
DLGAP1-AS5	0	0	0	0	0	0
DLGAP2	2	1	2	0	0	0
DLGAP2-AS1	0	0	0	0	0	0
DLGAP3	2	17	18	5	2	3
DLGAP4	1063	1661	1775	2686	3733	3551
DLGAP4-AS1	20	26	15	6	15	9
DLGAP5	715	942	992	97	168	113
DLK1	741	970	686	439	489	428
DLK2	24	22	23	20	39	21
DLL1	8	14	7	6	5	15
DLL3	11	15	17	13	14	7
DLL4	7	16	11	16	44	22
DLST	1489	2156	2405	2779	3667	3380
DLSTP1	12	24	14	21	18	21
DLX1	0	2	3	0	0	2
DLX2	6	7	13	4	5	4
DLX2-AS1	0	0	0	0	0	1
DLX3	13	5	7	10	3	4
DLX4	5	10	6	33	43	64
DLX5	3	3	3	0	0	2
DLX6	2	0	7	1	0	2
DLX6-AS1	1	4	7	1	0	0
DMAP1	400	548	656	307	406	388
DMBT1	0	0	1	0	0	1
DMBT1P1	0	0	0	0	0	0
DMBX1	0	0	0	0	0	0
DMC1	14	15	26	0	2	0
DMD	1408	1235	2073	2828	2035	2067
DMGDH	17	16	27	12	7	4
DMKN	425	623	678	458	550	570
DMP1	0	3	6	0	0	4
DMPK	2394	3674	3792	4134	5613	5470
DMRT1	0	0	0	0	0	0
DMRT2	2	19	8	0	1	1
DMRT3	0	0	0	0	0	0
DMRTA1	30	37	50	23	19	30
DMRTA2	0	0	4	0	0	0
DMRTB1	0	0	0	0	0	0
DMRTC1	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0
DMRTC2	0	0	0	0	0	0
DMTF1	1964	2418	2790	1656	1901	1780
DMTN	99	143	133	110	116	98
DMWD	1614	2399	2513	1674	2384	2087
DMXL1	1075	889	1385	1046	739	707
DMXL2	1371	1147	2029	837	633	591
DNA2	301	363	379	144	181	178
DNAAF1	2	5	10	4	2	7
DNAAF2	236	338	299	221	281	263
DNAAF3	23	15	24	19	22	22
DNAAF5	652	788	918	428	557	607
DNAH1	260	339	367	209	257	224
DNAH10	33	31	50	14	13	13
DNAH11	24	18	45	18	15	23
DNAH12	7	4	9	6	4	0
DNAH14	158	208	249	136	129	137
DNAH17	0	1	1	0	0	0
DNAH17-AS1	0	0	0	0	0	0
DNAH2	10	7	23	28	35	41
DNAH3	0	0	4	1	0	1
DNAH5	0	3	2	12	9	7
DNAH6	29	12	38	25	9	14
DNAH7	24	22	32	3	4	2
DNAH8	3	5	9	0	0	0
DNAH9	2	0	0	0	0	0
DNAI1	10	11	5	3	14	9
DNAI2	0	0	0	0	1	0
DNAJA1	2273	2826	3217	3947	4795	4636
DNAJA1P5	0	0	0	0	0	0
DNAJA2	1055	1491	1583	1818	2362	2336
DNAJA3	779	1048	1123	1271	1532	1632
DNAJA4	167	245	249	1781	2013	2148
DNAJB1	864	1134	1308	5641	5417	5811
DNAJB11	867	1277	1304	888	1004	987
DNAJB12	739	1015	1090	637	814	798
DNAJB13	1	8	4	0	3	1
DNAJB14	599	517	552	376	285	236
DNAJB2	2382	3409	3834	5587	7468	7219
DNAJB3	0	0	0	0	0	0
DNAJB4	573	688	704	2115	2317	2251
DNAJB5	722	1013	1138	2433	3027	3002
DNAJB5-AS1	0	6	4	2	3	6
DNAJB6	996	1196	1275	1290	1565	1507
DNAJB7	0	0	0	0	0	0
DNAJB8	0	0	0	0	0	0
DNAJB8-AS1	0	0	2	0	0	0
DNAJB9	1204	1351	1362	1388	1677	1570
DNAJC1	272	430	504	447	459	452
DNAJC10	2417	2936	3232	2177	2295	2386
DNAJC11	1035	1631	1600	1039	1303	1205
DNAJC12	26	24	52	9	16	8
DNAJC13	1367	1497	2006	2079	1727	2025
DNAJC14	485	770	790	499	719	702
DNAJC15	489	649	686	898	1173	1014
DNAJC16	556	573	768	417	462	411
DNAJC17	110	162	173	96	103	107
DNAJC18	486	574	682	890	999	1043
DNAJC19	280	360	439	217	253	253
DNAJC2	396	469	628	579	713	665
DNAJC21	625	697	898	1128	1268	1211
DNAJC22	57	105	95	18	23	17
DNAJC24	299	313	361	315	338	327
DNAJC25	169	195	233	733	830	841
DNAJC25-GNG10	0	0	0	0	0	0
DNAJC27	230	237	349	314	268	282
DNAJC27-AS1	35	26	56	8	6	9
DNAJC28	60	68	81	38	42	35
DNAJC3	780	919	1023	852	811	769
DNAJC3-AS1	113	134	167	42	52	33
DNAJC30	259	361	450	128	201	192
DNAJC4	364	543	551	611	830	725
DNAJC5	1206	1578	1760	1937	2590	2665
DNAJC5B	0	0	0	0	0	0
DNAJC5G	95	102	132	84	59	55
DNAJC6	1890	2395	2918	2373	2469	2516
DNAJC7	1070	1383	1600	1255	1571	1578
DNAJC8	1081	1477	1659	1253	1564	1560
DNAJC9	385	520	541	359	436	434
DNAJC9-AS1	1	1	1	0	0	0
DNAL1	390	498	491	363	357	364
DNAL4	198	230	279	144	170	167
DNALI1	342	427	519	130	195	188
DNASE1	238	256	333	176	184	189
DNASE1L1	292	370	386	383	623	581
DNASE1L2	12	18	29	12	13	5
DNASE1L3	0	0	0	0	0	0
DNASE2	161	230	282	171	211	202
DNASE2B	0	0	0	0	0	0
DND1	21	41	25	27	26	35
DNER	3	5	8	4	0	1
DNHD1	647	716	838	3096	3041	2992
DNLZ	22	55	42	40	55	58
DNM1	648	859	868	929	1061	1184
DNM1L	1480	1851	2128	1904	2101	2038
DNM1P35	11	6	11	2	3	3
DNM1P41	1	1	2	0	2	0
DNM1P46	13	10	6	5	3	1
DNM2	2100	2936	3111	2942	3722	3671
DNM3	7	6	5	4	0	1
DNM3-IT1	0	0	0	0	0	0
DNM3OS	7	7	8	2	0	1
DNMBP	659	922	981	583	637	740
DNMBP-AS1	1	0	0	0	0	0
DNMT1	1939	2556	2632	1107	1364	1444
DNMT3A	1406	1676	1996	747	739	719
DNMT3B	364	452	545	189	194	191
DNMT3L	0	1	0	0	0	0
DNPEP	480	688	691	682	931	805
DNPH1	271	358	396	157	205	229
DNTT	0	0	0	0	0	0
DNTTIP1	263	413	460	277	347	364
DNTTIP2	576	678	742	610	649	666
DOC2A	37	73	94	87	119	114
DOC2B	1	0	0	0	0	0
DOC2GP	52	88	64	45	71	49
DOCK1	912	1140	1357	337	394	358
DOCK10	0	1	2	0	0	0
DOCK11	348	409	449	336	264	221
DOCK2	58	89	99	7	11	9
DOCK3	85	89	148	57	36	51
DOCK4	426	418	540	199	158	142
DOCK4-AS1	0	0	0	0	0	0
DOCK5	87	103	152	72	57	63
DOCK6	186	284	268	494	592	561
DOCK7	1048	1031	1324	678	621	515
DOCK8	24	39	72	7	11	14
DOCK9	1289	1445	1895	1286	960	1015
DOCK9-AS1	0	0	0	0	0	0
DOCK9-AS2	25	55	54	20	35	23
DOHH	82	135	119	79	99	92
DOK1	95	150	146	70	128	109
DOK2	2	0	0	0	0	0
DOK3	114	148	170	39	43	46
DOK4	19778	28671	30669	9473	12206	11093
DOK5	32	37	50	222	266	277
DOK6	553	580	735	291	260	238
DOK7	104	160	172	166	285	234
DOLK	293	427	415	181	232	204
DOLPP1	225	361	334	172	223	250
DONSON	316	387	445	603	734	807
DOPEY1	853	1040	1293	993	723	726
DOPEY2	148	198	266	119	160	115
DOT1L	2716	3845	4226	7882	10708	10501
DPAGT1	398	556	525	343	467	429
DPCD	360	494	517	291	412	345
DPCR1	0	1	0	0	2	1
DPEP1	22	25	26	5	11	1
DPEP2	0	0	0	0	0	0
DPEP3	0	0	0	0	0	0
DPF1	61	116	117	38	71	72
DPF2	907	1318	1389	1089	1367	1272
DPF3	623	812	998	886	1142	1020
DPH1	299	390	484	254	333	332
DPH2	204	343	354	294	365	370
DPH3	519	662	768	622	808	726
DPH3P1	0	0	0	0	0	0
DPH5	263	339	383	283	323	346
DPH6	47	58	67	26	46	35
DPH6-AS1	3	0	5	5	0	0
DPH7	395	517	588	438	652	595
DPM1	318	387	387	457	511	489
DPM2	372	542	540	265	380	421
DPM3	92	143	167	83	133	115
DPP10	40	40	42	12	16	27
DPP10-AS1	4	2	9	1	0	0
DPP10-AS3	0	0	0	0	0	0
DPP3	411	568	520	331	399	438
DPP4	91	136	124	34	49	27
DPP6	0	0	0	0	0	0
DPP7	589	926	1046	730	909	959
DPP8	465	507	713	529	313	286
DPP9	582	800	861	745	914	905
DPP9-AS1	0	0	0	2	0	0
DPPA2	1	0	1	1	0	1
DPPA2P3	0	0	0	0	0	0
DPPA3	1	1	1	0	0	0
DPPA4	12	15	22	4	4	1
DPPA5	0	0	0	0	0	0
DPRX	0	0	0	0	0	0
DPRXP4	0	0	0	1	0	0
DPT	1	0	3	0	0	1
DPY19L1	981	1080	1269	951	961	929
DPY19L1P1	69	87	99	65	81	88
DPY19L2	316	326	374	137	132	115
DPY19L2P1	162	181	231	129	118	138
DPY19L2P2	162	222	240	78	73	41
DPY19L2P3	19	18	13	32	38	35
DPY19L2P4	1	0	6	0	0	3
DPY19L3	794	874	962	741	648	626
DPY19L4	1176	1315	1228	1046	1038	864
DPY30	282	325	383	264	338	284
DPYD	45	49	50	11	9	6
DPYD-AS1	0	0	0	0	0	0
DPYD-AS2	0	0	0	0	0	0
DPYS	11	10	8	0	1	1
DPYSL2	689	719	856	412	491	489
DPYSL3	4213	6115	6442	14571	17602	17466
DPYSL4	397	554	591	1087	1551	1451
DPYSL5	115	182	179	69	88	68
DQX1	22	59	36	16	16	20
DR1	601	663	620	561	630	689
DRAIC	5	5	7	4	3	6
DRAM1	13	17	11	6	9	5
DRAM2	329	373	374	494	670	614
DRAP1	810	1126	1327	1822	2401	2275
DRAXIN	0	2	4	3	1	1
DRC1	1	0	0	4	7	16
DRC7	7	13	8	0	2	1
DRD1	96	102	131	7	5	2
DRD2	29	33	48	21	25	13
DRD3	0	0	0	0	0	0
DRD4	24	17	17	79	137	148
DRD5	0	0	0	0	0	0
DRD5P2	0	0	0	0	0	0
DRG1	609	809	902	849	1109	1145
DRG2	387	569	593	297	438	428
DRGX	0	0	0	0	0	0
DRICH1	0	2	1	1	0	0
DROSHA	972	1326	1480	651	794	773
DRP2	63	96	128	53	33	60
DSC1	0	0	0	0	0	0
DSC2	726	871	958	1015	863	843
DSC3	72	57	119	46	27	44
DSCAM	1	3	2	1	0	0
DSCAM-AS1	0	0	0	0	0	0
DSCAM-IT1	0	0	0	0	0	0
DSCAML1	9	7	26	7	18	9
DSCAS	0	1	2	0	0	3
DSCC1	74	78	77	8	10	16
DSCR10	0	0	0	0	0	0
DSCR3	441	667	701	1188	1346	1281
DSCR4	0	0	0	0	0	0
DSCR8	0	0	0	0	0	0
DSCR9	1	6	5	1	0	1
DSE	690	829	963	439	419	445
DSEL	40	42	44	119	102	104
DSG1	1	0	0	0	0	0
DSG1-AS1	0	0	0	0	0	0
DSG2	1798	2137	2901	2665	2641	2459
DSG2-AS1	0	0	0	0	0	2
DSG3	0	0	0	0	0	0
DSG4	0	0	0	0	0	0
DSN1	258	345	340	66	99	89
DSP	7588	8606	10978	6204	4942	5082
DSPP	1	1	0	0	0	2
DST	3452	3353	4964	4113	3114	3023
DSTN	4507	5456	5939	6990	8505	8467
DSTNP2	30	37	27	30	27	30
DSTYK	478	613	777	559	466	461
DTD1	269	360	438	218	342	264
DTD2	118	173	165	47	73	78
DTHD1	0	0	0	0	0	0
DTL	353	438	457	53	45	40
DTNA	810	1122	1194	2137	2218	2312
DTNB	133	196	205	109	126	144
DTNBP1	189	257	321	137	217	186
DTWD1	186	176	238	228	249	211
DTWD2	297	339	365	134	112	125
DTX1	7	1	3	3	2	10
DTX2	124	184	187	104	139	136
DTX2P1-UPK3BP1-PMS2P11	15	22	17	15	12	19
DTX3	419	656	724	323	550	536
DTX3L	38	63	49	6	4	3
DTX4	94	107	96	31	41	36
DTYMK	277	438	441	122	156	155
DUOX1	3	3	2	7	11	5
DUOX2	4	1	7	43	46	54
DUOXA1	1	0	0	1	3	4
DUOXA2	0	1	0	2	6	14
DUPD1	0	0	0	0	0	0
DUS1L	458	716	780	755	1041	1048
DUS2	146	193	218	144	187	145
DUS3L	179	291	312	186	247	293
DUS4L	131	124	134	64	93	88
DUSP1	138	157	164	1408	1605	1675
DUSP10	87	96	124	70	131	105
DUSP11	142	184	180	160	157	158
DUSP12	316	439	435	248	351	312
DUSP13	31	46	34	136	156	194
DUSP14	287	429	469	1207	1500	1518
DUSP15	32	33	78	328	466	543
DUSP16	659	811	1029	794	922	817
DUSP18	90	88	97	51	80	97
DUSP19	56	58	89	34	44	18
DUSP2	9	11	18	109	111	98
DUSP21	0	0	0	0	0	0
DUSP22	596	920	939	1073	1329	1343
DUSP23	134	165	142	77	100	115
DUSP26	357	524	596	346	463	394
DUSP27	1232	1837	1997	897	1112	999
DUSP28	71	107	141	52	75	70
DUSP3	2028	2779	3008	5095	6201	6293
DUSP4	21	28	43	70	71	76
DUSP5	862	1248	1349	1827	2247	2112
DUSP5P1	0	1	0	0	1	0
DUSP6	636	824	893	560	847	718
DUSP7	607	822	930	943	1262	1287
DUSP8	48	53	66	891	1079	1103
DUSP9	146	162	153	23	24	25
DUT	570	792	795	172	242	233
DUX4	0	0	0	0	0	0
DUXA	0	0	0	0	0	0
DUXAP10	0	0	0	0	0	0
DUXAP8	0	0	0	1	0	0
DVL1	414	585	651	807	1088	1055
DVL2	856	1171	1240	891	1223	1202
DVL3	2428	3603	3867	3178	4264	4100
DXO	292	437	448	424	574	600
DYDC1	0	0	0	0	0	0
DYDC2	1	0	4	0	0	0
DYM	373	510	592	574	681	672
DYNAP	0	0	0	0	0	0
DYNC1H1	8444	8089	12051	7574	6449	6009
DYNC1I1	254	302	405	123	170	169
DYNC1I2	1350	1691	1994	1735	2100	2102
DYNC1LI1	943	1197	1239	1163	1304	1301
DYNC1LI2	2210	2915	3090	1540	1594	1580
DYNC2H1	417	379	550	170	143	139
DYNC2LI1	200	287	353	123	137	145
DYNLL1	1968	2613	2770	1693	2343	2034
DYNLL2	1274	1928	2188	729	865	999
DYNLRB1	1163	1556	1707	1477	1940	1765
DYNLRB2	4	7	7	0	5	2
DYNLT1	952	1306	1450	1467	1865	1792
DYNLT3	232	263	199	503	615	548
DYRK1A	1433	1756	2049	3034	3218	3332
DYRK1B	440	580	601	275	368	290
DYRK2	1479	1706	2033	1768	1326	1328
DYRK3	219	260	270	149	147	153
DYRK4	254	296	381	234	332	286
DYSF	1707	2368	2498	1461	1927	1836
DYTN	0	0	0	0	0	0
DYX1C1	1	3	4	2	0	1
DYX1C1-CCPG1	1	0	0	0	0	0
DZANK1	70	87	119	40	77	50
DZIP1	480	543	689	233	275	255
DZIP1L	247	349	405	190	213	255
DZIP3	1073	1085	1289	608	559	554
E2F1	496	709	635	115	165	138
E2F2	112	124	134	4	2	12
E2F3	587	740	812	469	547	523
E2F4	709	984	1008	778	1065	1051
E2F5	237	264	265	176	192	183
E2F6	275	392	462	323	323	328
E2F7	224	231	220	25	25	21
E2F8	331	478	453	298	304	288
E4F1	296	456	536	444	669	607
EAF1	275	351	466	913	1117	1133
EAF2	13	9	10	26	28	26
EAPP	394	461	588	307	420	394
EARS2	360	551	548	540	574	631
EBAG9	203	266	298	150	239	205
EBF1	0	2	0	0	0	0
EBF2	6	2	12	2	3	4
EBF3	12	11	11	2	1	2
EBF4	76	101	136	131	163	204
EBI3	0	0	1	0	0	0
EBLN1	0	0	0	0	0	0
EBLN2	48	24	55	68	23	30
EBLN3	816	941	1000	929	1035	981
EBNA1BP2	307	487	527	456	565	544
EBP	385	588	586	657	759	724
EBPL	137	213	173	123	92	82
ECD	342	479	541	488	549	585
ECE1	1313	1857	2017	1818	2171	2158
ECE2	49	47	70	44	75	85
ECEL1	28	60	55	127	121	81
ECEL1P2	0	0	0	1	2	0
ECH1	1840	2595	2874	2254	2894	2748
ECHDC1	517	633	629	620	773	822
ECHDC2	235	420	383	238	319	267
ECHDC3	52	82	78	62	121	123
ECHS1	1134	1713	1915	1471	1864	1725
ECI1	610	773	900	1178	1509	1330
ECI2	940	1373	1435	997	1242	1136
ECM1	42	88	91	200	256	223
ECM2	3	1	1	0	0	0
ECRP	0	0	0	0	0	0
ECSCR	6	0	7	2	6	7
ECSIT	347	555	519	715	990	1003
ECT2	726	920	859	319	338	314
ECT2L	0	0	2	0	0	2
EDA	23	29	32	48	42	49
EDA2R	191	217	237	448	540	504
EDAR	0	0	0	0	1	1
EDARADD	11	25	21	9	6	6
EDC3	653	959	981	989	1201	1093
EDC4	1349	1790	1847	1609	2241	2070
EDDM3A	0	0	0	0	0	0
EDDM3B	1	0	0	0	0	0
EDEM1	353	479	514	1159	1033	1104
EDEM2	209	304	306	416	587	537
EDEM3	1042	1027	1347	974	779	685
EDF1	1929	2719	3129	2462	3257	3020
EDIL3	161	140	135	311	306	267
EDN1	8	15	12	31	55	34
EDN2	0	3	1	17	27	23
EDN3	1	0	0	0	0	0
EDNRA	591	782	961	721	824	736
EDNRB	56	74	86	13	10	25
EDNRB-AS1	0	0	0	0	1	0
EDRF1	433	513	609	670	750	706
EDRF1-AS1	0	0	0	0	0	0
EEA1	999	806	1090	797	381	382
EED	344	427	501	580	691	728
EEF1A1	35450	43026	48823	53145	66274	64880
EEF1A2	5237	7577	8389	14076	18439	18436
EEF1B2	1665	2415	2391	2446	3423	2989
EEF1D	1833	2531	2806	2659	3578	3398
EEF1DP3	0	3	1	2	1	1
EEF1E1	61	87	80	47	85	50
EEF1E1-BLOC1S5	0	0	0	0	0	0
EEF1G	8063	11006	12379	14112	18142	17533
EEF2	21496	27548	29347	34858	46723	45636
EEF2K	758	989	1006	466	509	495
EEF2KMT	97	147	181	97	164	123
EEFSEC	305	430	476	283	294	311
EEPD1	98	173	157	49	63	62
EFCAB1	3	1	0	1	0	0
EFCAB10	0	0	0	0	0	2
EFCAB11	87	113	139	33	37	44
EFCAB12	8	5	14	9	3	4
EFCAB13	123	101	112	139	165	170
EFCAB14	1793	1939	2249	1668	1739	1827
EFCAB14-AS1	0	0	0	0	0	0
EFCAB2	415	576	615	334	376	389
EFCAB3	0	0	3	0	0	0
EFCAB5	5	11	15	28	25	11
EFCAB6	41	31	38	6	2	11
EFCAB6-AS1	0	0	0	0	0	0
EFCAB7	135	161	194	71	79	72
EFCAB9	0	0	0	0	0	0
EFCC1	0	1	1	1	1	0
EFEMP1	0	0	0	10	9	7
EFEMP2	1626	2323	2445	1653	2112	2005
EFHB	1	0	2	0	0	0
EFHC1	325	405	425	199	169	151
EFHC2	67	92	135	37	43	29
EFHD1	68	126	104	363	530	555
EFHD2	301	385	420	243	394	304
EFNA1	409	539	611	417	506	569
EFNA2	50	47	82	62	81	75
EFNA3	102	161	158	333	428	384
EFNA4	117	152	175	127	133	121
EFNA5	197	184	208	78	122	104
EFNB1	605	938	960	640	794	920
EFNB2	109	149	169	52	91	71
EFNB3	1322	1724	1881	408	482	459
EFR3A	1493	1519	1822	1293	1222	1152
EFR3B	485	617	762	552	610	701
EFS	531	658	712	318	391	390
EFTUD1	459	590	715	867	1097	988
EFTUD1P1	8	8	7	0	2	1
EFTUD2	1415	1879	2060	1319	1573	1611
EGF	271	355	375	512	483	564
EGFEM1P	272	203	365	91	64	58
EGFL6	0	0	1	6	9	15
EGFL7	294	452	421	258	307	313
EGFL8	0	1	0	1	1	2
EGFLAM	11	4	18	5	3	0
EGFLAM-AS2	0	0	0	0	0	0
EGFLAM-AS4	0	0	0	0	0	0
EGFR	63	67	89	25	30	34
EGFR-AS1	18	15	9	2	3	0
EGLN1	1595	1759	1910	2407	2698	2636
EGLN2	11	34	17	8	13	17
EGLN3	751	887	1027	2535	3219	2888
EGOT	0	0	0	0	0	1
EGR1	32	55	69	535	694	714
EGR2	7	1	2	18	16	28
EGR3	0	3	6	561	640	838
EGR4	0	0	0	6	1	2
EHBP1	711	878	994	793	690	667
EHBP1L1	419	558	640	486	622	640
EHD1	1112	1614	1624	1228	1563	1542
EHD2	100	120	120	589	729	797
EHD3	838	1271	1467	3263	4067	4335
EHD4	957	1247	1452	1844	2267	2186
EHD4-AS1	0	1	5	1	0	0
EHF	1	1	0	1	0	0
EHHADH	117	134	148	63	75	56
EHHADH-AS1	0	0	0	0	0	0
EHMT1	1052	1343	1508	657	898	849
EHMT1-IT1	6	4	4	1	2	6
EHMT2	1227	1721	1938	647	873	862
EI24	1018	1443	1588	1169	1563	1404
EID1	3241	3996	3582	1607	1909	1729
EID2	294	464	391	308	383	300
EID2B	55	55	95	37	29	45
EID3	5	2	12	4	1	4
EIF1	2793	3816	4386	7795	10169	9920
EIF1AD	322	419	492	667	740	860
EIF1AX	879	862	887	636	668	598
EIF1AX-AS1	0	0	0	0	0	0
EIF1AY	413	536	629	807	1117	1057
EIF1B	1317	1647	1915	4859	6191	5749
EIF1B-AS1	16	20	23	7	15	19
EIF2A	725	876	1058	963	1202	1138
EIF2AK1	1636	2182	2363	2146	2598	2526
EIF2AK2	343	293	450	257	73	87
EIF2AK3	288	379	357	826	972	886
EIF2AK4	897	1098	1257	731	783	753
EIF2B1	509	709	707	424	560	503
EIF2B2	425	481	567	661	776	790
EIF2B3	248	360	395	281	337	428
EIF2B4	434	666	704	455	522	593
EIF2B5	492	778	807	620	788	776
EIF2B5-AS1	0	1	0	0	0	0
EIF2D	492	641	731	480	457	518
EIF2S1	985	1136	1194	1146	1428	1505
EIF2S2	952	1145	1436	1511	1828	1904
EIF2S3	1881	2363	2681	2271	2648	2687
EIF3A	3995	4902	5771	4253	3957	4246
EIF3B	1730	2296	2514	2082	2694	2471
EIF3C	0	0	0	0	0	0
EIF3CL	0	0	0	0	0	0
EIF3D	1552	1988	2249	2508	3340	3221
EIF3E	2608	3268	3760	2856	3318	3181
EIF3F	1347	1693	1982	1574	1976	1846
EIF3G	1202	1729	1819	1617	1979	1977
EIF3H	1459	2028	2267	2088	2689	2783
EIF3I	1039	1486	1793	1961	2495	2412
EIF3IP1	0	0	1	0	0	0
EIF3J	948	1130	1217	1032	1151	1096
